agent,userType,policy_mode,producer,policy_number,premium_amount_written,premium_amount,policy_type,company_name,category_name,policy_start_date,policy_end_date,csr,account_name,email,gender,firstname,city,account_type,phone,address,state,zip,dob,primary,Applicant ID,agency_id,hasActive ClientPolicy
Alex Watson,Active Client,12,Phil Chico,CIW9MRIILHO9,,1593,Single,Nationwide Gen Ins Co,Commercial Auto,2018-04-30,2019-04-30,Delmer Byrd,Joane Needleman & Rubin Michael,jfmulder@me.com,,Joane Needleman,Lewisville,Commercial,(336) 414-4913,8390 Grove Creek Dr,NC,27023-3003,1973-10-01,,,,
Alex Watson,Active Client,12,Brandie Placencia,KNC1WACEDTS2,,500,Single,Nationwide Mut Fire Ins Co,General Liability,2018-08-24,2019-08-24,Kenton Curtis,Lura Lucca & Owen Dodson,notaprguy@me.com,,High Low,Advance,Commercial,(336) 414-5895,175 High Meadows Rd,NC,27006-7890,1973-10-01,,,,
Alex Watson,Active Client,12,Sol Birney,OJY9XNJCPDNI,,7448,Package,Nationwide Mut Ins Co,Commercial Package,2018-04-05,2019-04-05,Randy Moss,Torie Buchanan & Glenda Ruiz,cameron@hotmail.com,,Ralph Vaneaton,Walnut Cove,Commercial,(336) 414-7505,632 S Main St,NC,27052-8310,1989-11-12,,,,
Alex Watson,Active Client,12,Yee Ribble,23Q28DJS6QUX,,7448,Package,Nationwide Mut Ins Co_Copy,Commercial Package,2018-04-05,2019-04-05,Reuben Stokes,Sebastian Scarberry & Jonah Bishop,jeteve@yahoo.ca,,Monica Cruz Cardenas,Walnut Cove,Commercial,(336) 414-7505,632 S Main St,NC,27052-8310,1989-11-12,,,,
Alex Watson,Active Client,12,Carmella Landers,0C8C03GA87FK,,7448,Package,Nationwide Mut Ins Co_Copy,Commercial Package,2018-04-05,2019-04-05,Donnie Key,Vergie Hardesty & Wilma Wong,isaacson@mac.com,,CARLOS ANTUNEZ,Walnut Cove,Commercial,(336) 414-7505,632 S Main St,NC,27052-8310,1952-08-08,,,,
Alex Watson,Active Client,12,Jared Roan,3LXYHIRGIIHW,,10170,Package,Nationwide Mut Ins Co_Copy,Commercial Package,2019-04-05,2020-04-05,Richie Young,Omar Rossbach & Laurie Ortega,rasca@verizon.net,,Andy Benfield,Walnut Cove,Commercial,(336) 414-7505,632 S Main St,NC,27052-8310,1952-08-08,,,,
Alex Watson,Active Client,12,Victorina Ebert,YAR40MMP0HZU,,10170,Package,Nationwide Mut Ins Co_Copy,Commercial Package,2019-04-05,2020-04-05,Troy Norton,Juan Zarrabal & Jerry Weeks,rsteiner@sbcglobal.net,,Juan Zarrabal,Walnut Cove,Commercial,(336) 414-7505,632 S Main St,NC,27052-8310,1989-08-08,,,,
Alex Watson,Active Client,12,Emiko Lobo,4G83LPBIQSLR,,2993,Single,Tarheel Insurance,Worker's Compensation,2018-04-05,2019-04-05,Burton Stanley,Adrian Ingram & Cliff George,ovprit@sbcglobal.net,,Adrian Ingram,Walnut Cove,Commercial,(336) 414-7505,632 S Main St,NC,27052-8310,1989-08-08,,,,
Alex Watson,Active Client,12,Xavier Hughes,F4614RB7BD7Z,,537,Single,Nationwide Prop & Cas Ins Co,General Liability,2018-02-27,2019-02-27,Rick Kramer,Allen Money & Ted Bray,natepuri@optonline.net,,Allen Money,Winston Salem,Commercial,(336) 422-2628,4217 Rosalie St,NC,27104-4941,1989-08-08,,,,
Alex Watson,Active Client,12,Aubrey Loder,KV3N4024WE5M,,537,Single,Nationwide Prop & Cas Ins Co_Copy,General Liability,2019-02-27,2020-02-27,Scott Chang,Andy Watts & Vernon Dunn,scarolan@me.com,,Andy Watts,Winston Salem,Commercial,(336) 422-2628,4217 Rosalie St,NC,27104-4941,1989-08-08,,,,
