agent,userType,policy_mode,producer,policy_number,premium_amount_written,premium_amount,policy_type,company_name,category_name,policy_start_date,policy_end_date,csr,account_name,email,gender,firstname,city,account_type,phone,address,state,zip,dob,primary,Applicant ID,agency_id,hasActive ClientPolicy
Rita Ora,Active Client,12,Alfredo Condit,AUNDO142DTW1,,1458,Single,Nationwide Mut Fire Ins Co,Homeowners,2018-03-16,2019-03-16,Maria Patton,Noe Dunlap & Mickey Pierce,suresh@verizon.net,Female,Noe Dunlap,Lewisville,Personal,7592919538,7514 Divaldi St,NC,27023-9658,1955-01-01,,,,
Rita Ora,Active Client,12,Phil Chico,3KAF0D5I4EJ4,,1271,Single,Nationwide Mut Fire Ins Co_Copy,Homeowners,2018-03-16,2019-03-16,Loren Buckley,Vernie Bogen & Elsie Conley,kramulous@me.com,Female,Vernie Bogen,Lewisville,Personal,6178338949,7514 Divaldi St,NC,27023-9658,1955-01-01,,,,
Rita Ora,Active Client,12,Brandie Placencia,ITGBJZMKDKAE,,726,Single,Nationwide Mut Fire Ins Co,Homeowners,2018-05-03,2019-05-03,Kory Vazquez,Daine Ornellas & Laurel Watts,dobey@msn.com,Male,Daine Ornellas,Lewisville,Personal,8883553171,5865 Kinney Rd,NC,27023-9632,1955-01-01,,,,
Rita Ora,Active Client,12,Sol Birney,B22270JQS64M,,1394,Single,Nationwide Mut Fire Ins Co,Homeowners,2018-03-12,2019-03-12,Rupert Petty,Luis Walston & Samuel Beard,dieman@verizon.net,Female,Luis Walston,Lewisville,Personal,5715194158,315 Graydon Ct,NC,27023-9514,1955-01-01,,,,
Rita Ora,Active Client,12,Yee Ribble,YGXR292ZRICP,,1394,Single,Nationwide Mut Fire Ins Co_Copy,Homeowners,2018-03-12,2019-03-12,Darcy Brown,Suzanne Suiter & Wilma Murray,choset@comcast.net,Female,Suzanne Suiter,Lewisville,Personal,1730862125,315 Graydon Ct,NC,27023-9514,1955-01-01,,,,
Rita Ora,Active Client,12,Carmella Landers,7IH28SDBNB7G,,764,Single,Nationwide Mut Fire Ins Co_Copy,Homeowners,2018-10-28,2019-10-28,Fay Herring,Lore Whittemore & Gerard Leach,psharpe@optonline.net,Female,Lore Whittemore,Kernersville,Personal,4636880329,455 Raven Ridge Rd,NC,27284-8069,1955-01-01,,,,
Rita Ora,Active Client,12,Jared Roan,LSSWF98P79P2,,1299,Single,Nationwide Mut Fire Ins Co,Homeowners,2018-03-10,2019-03-10,Kelvin Ramirez,Matilda Moreira & Vonda Carlson,parasite@optonline.net,Male,Matilda Moreira,Roaring Gap,Personal,4702429901,P.O. BOX 134,NC,28668-0134,1955-01-01,,,,
Rita Ora,Active Client,12,Victorina Ebert,UYXVJ3N2NHTQ,,1299,Single,Nationwide Mut Fire Ins Co_Copy,Homeowners,2018-03-10,2019-03-10,Dwain Reid,Gay Postell & Freda Perry,dmath@msn.com,Male,Gay Postell,Roaring Gap,Personal,4745850966,P.O. BOX 134,NC,28668-0134,1955-01-01,,,,
Rita Ora,Active Client,12,Emiko Lobo,SC8DN8FVWBCR,,1299,Single,Nationwide Mut Fire Ins Co_Copy,Homeowners,2018-03-10,2019-03-10,Evan Larsen,Priscila Vartanian & Ethel Estes,saridder@icloud.com,Male,Priscila Vartanian,Roaring Gap,Personal,8225084640,P.O. BOX 134,NC,28668-0134,1955-01-01,,,,
Rita Ora,Active Client,12,Xavier Hughes,2IIBL2SQTRMR,,1142,Single,Nationwide Mut Fire Ins Co_Copy,Homeowners,2018-09-17,2019-09-17,Reba Moses,Keneth Sedillo & Wiley Riddle,esbeck@verizon.net,Female,Keneth Sedillo,KERNERSVILLE,Personal,2545062094,7105 VOSSDALE DR,NC,27284-9258,1955-01-01,,,,
