agent,userType,policy_mode,producer,policy_number,premium_amount_written,premium_amount,policy_type,company_name,category_name,policy_start_date,policy_end_date,csr,account_name,email,gender,firstname,city,account_type,phone,address,state,zip,dob,primary,Applicant ID,agency_id,hasActive ClientPolicy
Alex Watson,Active Client,6,Phil Chico,XWWHM5R8GYOJ,,379.26,Single,Nationwide Mut Ins Co_Copy,Personal Auto,2018-12-30,2019-06-30,Cliff Alvarez,Marc Parrell & Edna Woodard,geeber@verizon.net,,Marc Parrell,Winston Salem,Personal,5899683721,3823 Barkwood Dr,NC,27105-3922,1986-08-29,,,,
Alex Watson,Active Client,6,Brandie Placencia,GCH4E3AHVED1,,1405.19,Single,Nationwide Mut Ins Co_Copy,Personal Auto,2019-01-24,2019-07-24,Jan Hensley,Susan Epperson & Chuck Tyler,bjoern@verizon.net,Male,Susan Epperson,Winston-salem,Personal,6472520499,3785 Carver Rd,NC,27105,1986-08-29,,,,
Alex Watson,Active Client,6,Sol Birney,T6M1VAUAIECR,,1386.28,Single,Nationwide Mut Ins Co_Copy,Personal Auto,2018-11-05,2019-05-05,Cara Mccoy,James Moorefield & Eloy Mayer,forsberg@me.com,,James Moorefield,Winston Salem,Personal,4794116287,5125 Old Thomasville Rd,NC,27107-9348,1962-08-25,,,,
Alex Watson,Active Client,6,Yee Ribble,6VQL6TV66SP0,,634.76,Single,Nationwide Mut Ins Co,Personal Auto,2018-08-24,2019-02-24,Harley Kerr,Anna Sheek & Elias Summers,imightb@yahoo.com,Female,Anna Sheek,Winston Salem,Personal,4600466316,1231 Brannigan Village Dr,NC,27127-4896,1973-04-09,,,,
Alex Watson,Active Client,6,Carmella Landers,4P5KR2I5E3AQ,,629.58,Single,Nationwide Mut Ins Co_Copy,Personal Auto,2019-02-24,2019-08-24,Todd Mckee,David Tombolato & Asa Johnson,hampton@att.net,Female,David Tombolato,Winston Salem,Personal,2064648628,1231 Brannigan Village Dr,NC,27127-4896,1973-04-09,,,,
Alex Watson,Active Client,6,Jared Roan,5SRRLYVE8A34,,589.27,Single,Nationwide Mut Ins Co_Copy,Personal Auto,2018-10-31,2019-04-30,Sherri Austin,John Jackman & Eugene Conner,yzheng@me.com,Male,John Jackman,Winston Salem,Personal,7286914573,4366 Witherow Rd,NC,27106-2948,1973-04-09,,,,
Alex Watson,Active Client,6,Victorina Ebert,OH1LNW2OENOM,,225.49,Single,Nationwide Mut Ins Co_Copy,Personal Auto,2018-12-31,2019-06-30,Lacy Gibson,Antonio Munoz & Penny Calhoun,aegreene@sbcglobal.net,Male,Antonio Munoz,Pinnacle,Personal,1148903247,3211 Quaker Church Rd,NC,27043-9444,1973-04-09,,,,
Alex Watson,Active Client,6,Emiko Lobo,JKMSK32SZNG3,,505.58,Single,Nationwide Mut Ins Co,Personal Auto,2018-10-11,2019-04-11,Wyatt Holland,Barrett Freeman & Olga Baker,kjohnson@msn.com,,Barrett Freeman,Winston Salem,Personal,7130716211,1802 Waughtown St,NC,27107-3553,1973-04-09,,,,
Alex Watson,Active Client,6,Xavier Hughes,I0TWVCBKLFSO,,527.92,Single,Nationwide Mut Ins Co_Copy,Personal Auto,2019-02-10,2019-08-10,Kris Owen,Mary O'daniel & Lola Carney,rtanter@hotmail.com,Male,Mary O'daniel,Winston Salem,Personal,7552580815,2891 Northbridge Rd,NC,27103-6516,1973-04-09,,,,
Alex Watson,Active Client,6,Aubrey Loder,C0YXFYPW9OR6,,676.89,Single,Nationwide Mut Ins Co_Copy,Personal Auto,2019-01-10,2019-07-10,Luann Summers,Dawn Mock & Edward Raymond,rgarcia@yahoo.ca,Male,Dawn Mock,Winston Salem,Personal,1686012222,2980 Ormond Dr,NC,27106-5013,1984-05-19,,,,
