agent,userType,policy_mode,producer,policy_number,premium_amount_written,premium_amount,policy_type,company_name,category_name,policy_start_date,policy_end_date,csr,account_name,email,gender,firstname,city,account_type,phone,address,state,zip,dob,primary,Applicant ID,agency_id,hasActive ClientPolicy
John Snow,Active Client,6,Alfredo Condit,EELB34QHPCUC,,632.93,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-06,2019-05-06,Troy Norton,Joseph Brooks & Esther Barajas,laird@hotmail.com,Male,Joseph Brooks,Winston Salem,Personal,4461477001,279 Hartman Rd,NC,27127-9199,1993-08-08,,,,
John Snow,Active Client,6,Phil Chico,N3NN1FUIBCZX,,274.9,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-26,2019-05-26,Burton Stanley,Clarence Hauser & Bertha Rivas,frederic@me.com,Male,Clarence Hauser,Pfafftown,Personal,8474611319,3406 Community,NC,27040-8614,1993-08-08,,,,
John Snow,Active Client,6,Brandie Placencia,11JL7EA2DWI5,,554.78,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-12-01,2019-06-01,Rick Kramer,John Lang & Waylon Rubio,mpiotr@gmail.com,Male,John Lang,Winston Salem,Personal,9134155690,5435 Westmont Ct,NC,27104-2471,1993-08-08,,,,
John Snow,Active Client,6,Sol Birney,SY7B3QGUKW6U,,1259.5,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-19,2019-05-19,Scott Chang,Charles Stump & Bryon Hebert,munjal@msn.com,Male,Charles Stump,Lewisville,Personal,8927376148,7846 Beech Forest Rd,NC,27023-9543,1993-08-08,,,,
John Snow,Active Client,6,Yee Ribble,2I0X4RK6TCFG,,1001.15,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-20,2019-05-20,Maria Patton,Deborah Couch & Chris Norris,mirod@live.com,Male,Deborah Couch,Winston Salem,Personal,3022556983,909 Forestglen Dr,NC,27103-9773,1993-08-08,,,,
John Snow,Active Client,6,Carmella Landers,UYCWA2X6J6MV,,1097.77,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-28,2019-05-28,Loren Buckley,Beppie Doherty & Paris Cuevas,notaprguy@att.net,Male,Beppie Doherty,Winston Salem,Personal,1625957001,301 Tortoise Ln,NC,27127-7005,1993-08-08,,,,
John Snow,Active Client,6,Jared Roan,6AS12MAU2G3S,,635,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-12-21,2019-06-21,Kory Vazquez,Jacquelyn Sinclair & Jo Warren,dartlife@live.com,Female,Jacquelyn Sinclair,Winston Salem,Personal,9350104291,4175 Ebert Rd,NC,27127-6655,1989-09-11,,,,
John Snow,Active Client,6,Victorina Ebert,NCU3ZMAWMYWD,,635,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-12-21,2019-06-21,Rupert Petty,Eric Mozeleski & Robert Mendoza,malin@verizon.net,Female,Eric Mozeleski,Winston Salem,Personal,5049242606,4175 Ebert Rd,NC,27127-6655,1954-07-30,,,,
John Snow,Active Client,6,Emiko Lobo,V21GWRBITBTD,,2138.75,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-28,2019-05-28,Darcy Brown,Suzanne Corn & Parker Shelton,mwitte@sbcglobal.net,Female,Suzanne Corn,Kernersville,Personal,9619379739,1181 Marietta Dr,NC,27284-2118,1954-07-30,,,,
John Snow,Active Client,6,Xavier Hughes,7JEM71ER19H1,,2138.75,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-28,2019-05-28,Fay Herring,Maria Blevins & Millie Harding,gomor@verizon.net,Female,Maria Blevins,Kernersville,Personal,7697346923,1181 Marietta Dr,NC,27284-2118,1973-09-20,,,,
