agent,userType,policy_mode,producer,policy_number,premium_amount_written,premium_amount,policy_type,company_name,category_name,policy_start_date,policy_end_date,csr,account_name,email,gender,firstname,city,account_type,phone,address,state,zip,dob,primary,Applicant ID,agency_id,hasActive ClientPolicy
John Snow,Active Client,6,Phil Chico,MZQ5Y8KKWRE5,,530.26,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-02-20,2019-08-20,Donnie Key,Elisabeth Motsinger & Traci Lawson,grossman@sbcglobal.net,Male,Elisabeth Motsinger,Winston Salem,Personal,7040642603,961 Benjamins Way,NC,27103-5361,1979-04-02,,,,
John Snow,Active Client,6,Brandie Placencia,NBLY2IXNHC5B,,1616.14,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-01,2019-03-01,Richie Young,William Heideman & Reba Clay,nweaver@aol.com,Female,William Heideman,Kernersville,Personal,2082850632,3310 Piney Grove Rd,NC,27284-9089,1979-04-02,,,,
John Snow,Active Client,6,Sol Birney,QY08PGVJET78,,1593.68,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-03-01,2019-09-01,Troy Norton,James Spainhour & Murray Moss,gordonjcp@msn.com,Female,James Spainhour,Kernersville,Personal,9054982470,3310 Piney Grove Rd,NC,27284-9089,1960-11-12,,,,
John Snow,Active Client,6,Yee Ribble,IJZIGF7KK3I1,,1196.73,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-03,2019-03-03,Burton Stanley,L Hire & Fred Proctor,rsmartin@comcast.net,,L Hire,Bermuda Run,Personal,9780291592,128 Knicker Ln,NC,27006-7487,1985-03-22,,,,
John Snow,Active Client,6,Carmella Landers,RH5DPLJ16RRQ,,1196.73,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-09-03,2019-03-03,Rick Kramer,Michael Montgomery & Martha Orozco,kewley@icloud.com,,Michael Montgomery,Bermuda Run,Personal,8557898596,128 Knicker Ln,NC,27006-7487,1959-10-05,,,,
John Snow,Active Client,6,Jared Roan,CL0OINPA0LMH,,1196.73,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-09-03,2019-03-03,Scott Chang,William Lanning & Moises Horne,valdez@outlook.com,,William Lanning,Bermuda Run,Personal,3401190308,128 Knicker Ln,NC,27006-7487,1974-03-20,,,,
John Snow,Active Client,6,Victorina Ebert,QERPD4S9JLYX,,1226.7,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-03-03,2019-09-03,Maria Patton,Larry Sauls & Pansy Burch,solomon@mac.com,,Larry Sauls,Bermuda Run,Personal,5318689802,128 Knicker Ln,NC,27006-7487,1974-03-20,,,,
John Snow,Active Client,6,Emiko Lobo,99UVGLFZ4D39,,1226.7,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-03-03,2019-09-03,Loren Buckley,Wanda Shutt & Gail Hooper,catalog@hotmail.com,,Wanda Shutt,Bermuda Run,Personal,8530647673,128 Knicker Ln,NC,27006-7487,1974-03-20,,,,
John Snow,Active Client,6,Xavier Hughes,0FJUZTAQM3EB,,619.88,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-21,2019-03-21,Kory Vazquez,Nilamadha Mishra & Chang Cooley,sblack@optonline.net,Female,Nilamadha Mishra,Boonville,Personal,6555229761,121 Spring St,NC,27011-8463,1974-03-20,,,,
John Snow,Active Client,6,Aubrey Loder,BWLFL0YQHEE4,,619.88,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-09-21,2019-03-21,Rupert Petty,Kathryn Mahaffey & Luz Cochran,wetter@msn.com,Female,Kathryn Mahaffey,Boonville,Personal,4837713210,121 Spring St,NC,27011-8463,1974-03-20,,,,
John Snow,Active Client,6,Dayle Mckeithan,O8T7CNS77P4X,,619.88,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-09-21,2019-03-21,Darcy Brown,Sylvia Conner & Marci Rosales,sethbrown@comcast.net,Female,Sylvia Conner,Boonville,Personal,9541632265,121 Spring St,NC,27011-8463,1986-10-30,,,,
John Snow,Active Client,6,Lurlene Raynes,94A7E41DB124,,966.51,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-10-07,2019-04-07,Fay Herring,James Reynolds & Jeromy Bentley,brainless@msn.com,Female,James Reynolds,Winston Salem,Personal,1665992597,2829 Windy Xing,NC,27127-4604,1955-04-06,,,,
John Snow,Active Client,6,Alton Shute,QDLYYX1PEMCA,,465.75,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-23,2019-03-23,Kelvin Ramirez,Jose Barrera & Dixie Harris,dimensio@live.com,Female,Jose Barrera,Winston Salem,Personal,2154714604,3569 Thomasville Rd,NC,27107-5440,1977-12-06,,,,
John Snow,Active Client,6,Vasiliki Stiefel,5217R9XSKSZL,,519.54,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-12,2019-05-12,Dwain Reid,Mike Auger & Dean Conrad,gemmell@me.com,Male,Mike Auger,Clemmons,Personal,5799770701,7167 Styers Ferry Rd,NC,27012-9762,1991-04-27,,,,
John Snow,Active Client,6,Ignacio Lewellen,LZTIX97W3ZF9,,256,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-28,2019-03-28,Evan Larsen,Karen Wolfe & Merle Zuniga,mbalazin@sbcglobal.net,Male,Karen Wolfe,Winston Salem,Personal,9783536994,2910 Ne Gilmer Ave,NC,27105-4334,1978-08-22,,,,
